Type,Name,Price,Coupon,Maturity,YTM,CurrentYield,Rating,Callable
Muni,Asset 317,115.46,3.95,10-Mar-2019,2.883,3.42109821583232,AA,0
Corp,Asset 318,135.03,6.83,20-Apr-2038,4.073,5.05813522920832,A,0
Corp,Asset 319,99.12,3.99,03-Apr-2015,3.31,4.02542372881356,A,0
Muni,Asset 320,114.72,4.96,09-Jan-2021,3.661,4.32357043235704,AA,1
Muni,Asset 321,103.18,5.56,04-Apr-2029,4.1,5.38864120953673,BBB,1
Muni,Asset 322,109.48,4.83,31-Jan-2027,3.537,4.41176470588235,AA,0
Corp,Asset 323,109.96,6.4,14-May-2014,4.862,5.82029829028738,BBB,0
Corp,Asset 324,72.63,7.72,29-Jan-2027,5.914,10.629216577172,CCC,0
Muni,Asset 325,110.25,4.89,12-Aug-2013,2.086,4.43537414965986,AA,0
Treas,Asset 326,100.68,0.98,15-Oct-2016,0.953,0.973381009137862,AAA,0
Muni,Asset 327,112.2,3.99,13-Mar-2015,2.944,3.55614973262032,NA,0
Muni,Asset 328,111.68,4.92,07-Jun-2014,4.341,4.4054441260745,AA,0
Muni,Asset 329,122.19,5.83,05-Dec-2016,4.722,4.77125787707668,A,0
Muni,Asset 330,105.94,4.49,17-Sep-2022,3.392,4.23824806494242,A,1
Muni,Asset 331,107.61,4.08,10-Oct-2020,3.209,3.7914691943128,A,1
Corp,Asset 332,104.78,6.96,05-Jun-2012,-2.455,6.64248902462302,A,0
Muni,Asset 333,96.02,5.41,03-Jan-2020,4.567,5.63424286606957,BB,1
Corp,Asset 334,102.73,7.73,28-May-2038,6.792,7.52457899347805,A,0
Muni,Asset 335,99.26,4.59,12-Jul-2037,3.817,4.62421922224461,NA,1
Corp,Asset 336,102.1,5.81,18-May-2014,4.919,5.69049951028404,BBB,0
Corp,Asset 337,110.91,8.83,10-Jul-2016,5.524,7.9614101523758,B,1
Corp,Asset 338,108.84,8.09,09-Aug-2013,2.785,7.43292907019478,BB,0
Corp,Asset 339,120.05,5.82,13-Nov-2017,4.264,4.84798000832986,A,0
Corp,Asset 340,155.84,8.45,04-Jul-2022,4.42,5.42222792607803,AAA,0
Corp,Asset 341,95.77,6.83,25-Aug-2016,4.672,7.13166962514357,B,1
Muni,Asset 342,104.21,2.59,17-Aug-2012,-3.585,2.48536608770751,Not Rated,0
Corp,Asset 343,105.88,5.25,13-Oct-2015,3.939,4.95844352096713,A,0
Corp,Asset 344,102.37,2.04,29-Jul-2016,1.86,1.99277131972257,A,0
Muni,Asset 345,107.6,4.09,09-Jul-2024,3.309,3.80111524163569,NA,1
Corp,Asset 346,110.17,6.08,28-Dec-2016,4.621,5.51874375964419,BBB,0
Corp,Asset 347,111.37,7.79,14-Apr-2013,0.394,6.99470234353955,BBB,0
Corp,Asset 348,103.28,2.74,20-Jul-2021,2.409,2.65298218435322,A,0
Muni,Asset 349,124.25,4.94,16-Jul-2021,3.37,3.97585513078471,AA,0
Muni,Asset 350,124.99,4.98,07-Feb-2018,3.258,3.98431874549964,NA,0
Corp,Asset 351,105.51,3.24,18-Feb-2016,2.648,3.07079897640034,A,1
Muni,Asset 352,105.4,5.26,06-Oct-2035,3.905,4.99051233396584,A,1
Muni,Asset 353,127.67,6.09,16-Feb-2040,3.669,4.77011044098065,AA,0
Corp,Asset 354,106.97,7.92,23-Jul-2012,-1.191,7.40394503131719,BBB,0
Muni,Asset 355,107.18,6.21,31-Jul-2012,-4.483,5.79399141630901,BBB,0
Muni,Asset 356,112.77,6.81,06-Aug-2026,4.313,6.03884011705241,NA,1
Muni,Asset 357,106.21,3.96,14-Jul-2027,3.22,3.72846247999247,A,1
Muni,Asset 358,121.17,4.95,18-Oct-2019,3.45,4.08516959643476,AA,0
Muni,Asset 359,112.3,5.42,06-Jun-2015,4.802,4.82635796972395,A,1
Muni,Asset 360,120.37,5.47,06-Sep-2019,3.54,4.54432167483592,AA,1
Muni,Asset 361,103.66,5.98,06-Aug-2032,4.193,5.76885973374494,BBB,1
Corp,Asset 362,104.87,5.66,07-Aug-2012,-1.054,5.39715838657385,A,0
Muni,Asset 363,112.04,4.07,10-Mar-2015,2.988,3.63263120314174,NA,0
Muni,Asset 364,121.19,4.93,19-Aug-2017,3.279,4.06799240861457,AA,0
Corp,Asset 365,112.15,9.59,16-Oct-2017,5.661,8.5510477039679,BB,1
Muni,Asset 366,109.5,4.67,13-Mar-2036,3.398,4.2648401826484,NA,1
Muni,Asset 367,104.6,4.92,02-Aug-2034,3.688,4.70363288718929,A,1
Corp,Asset 368,90.12,5.34,03-Feb-2018,4.283,5.9254327563249,A,1
Muni,Asset 369,105.57,4.13,28-Aug-2015,3.171,3.91209623946197,BBB,0
Corp,Asset 370,104.01,5.38,25-Dec-2015,4.468,5.17257955965773,BBB,0
Zero,Asset 371,79.69,0,30-Aug-2022,0.025,0,AAA,0
Corp,Asset 372,119.45,5.56,26-Jan-2020,3.705,4.65466722478024,A,1
Muni,Asset 373,104.21,4.07,27-May-2037,3.729,3.90557528068324,AA,1
Muni,Asset 374,122.93,4.93,15-Jan-2018,3.4,4.01041242983812,AA,0
Corp,Asset 375,139.29,7.36,05-May-2036,4.425,5.28393998133391,A,0
Corp,Asset 376,130.23,9,05-Jan-2019,5.202,6.91085003455425,BBB,0
Corp,Asset 377,106.58,5.57,27-Feb-2021,3.881,5.22612122349409,BBB,0
Corp,Asset 378,102.54,3.59,06-Jan-2017,3.119,3.50107275209674,BBB,0
Muni,Asset 379,87.25,0,01-Jul-2018,0.027,0,NA,0
Muni,Asset 380,112.27,4.05,17-Sep-2018,3.012,3.60737507793712,AA,1
Muni,Asset 381,102.22,4.93,05-Jan-2025,4.035,4.82293093328116,BBB,0
Muni,Asset 382,104.03,1.72,30-Dec-2015,1.601,1.65336922041719,NA,0
Corp,Asset 383,108.66,7.18,29-Mar-2013,0.08,6.60776734769004,A,0
Corp,Asset 384,103.98,1.34,19-Jul-2013,0.728,1.288709367186,AAA,0
Muni,Asset 385,120.41,5.58,24-Apr-2017,3.856,4.63416659745868,AAA,0
Muni,Asset 386,108.51,4.16,04-Sep-2019,3.136,3.83374804165515,A,1
Muni,Asset 387,108.64,5.08,08-Jun-2034,4.619,4.6759941089838,A,1
Muni,Asset 388,112.21,3.58,12-Apr-2016,2.801,3.19044648427056,AA,0
Corp,Asset 389,112.48,5.46,07-Nov-2020,4.17,4.85419630156472,A,0
Muni,Asset 390,104.18,4.23,17-Aug-2021,3.278,4.06028028412363,Not Rated,1
Corp,Asset 391,113.72,5.87,24-Aug-2016,3.85,5.16180091452691,BBB,0
Muni,Asset 392,116.27,4.96,26-Sep-2025,3.437,4.26593274275394,AAA,1
Muni,Asset 393,105.37,2.05,20-Dec-2016,1.899,1.94552529182879,AA,0
Corp,Asset 394,120.93,5.68,13-Dec-2017,4.455,4.69693210948483,AA,0
Muni,Asset 395,97.66,4.47,05-Aug-2024,3.604,4.57710423919721,NA,1
Muni,Asset 396,116.75,5.04,26-Jul-2016,3.509,4.3169164882227,AA,1
Muni,Asset 397,104.78,6.07,29-Nov-2021,5.423,5.79309028440542,Not Rated,1
Corp,Asset 398,114.16,10.41,04-May-2014,6.304,9.1187806587246,BB,0
Muni,Asset 399,121.91,4.9,31-Jan-2023,3.306,4.0193585431876,AAA,1
Muni,Asset 400,107.12,4.59,28-Jan-2018,3.48,4.2849141150112,NA,1
Muni,Asset 401,97.99,4.97,26-Nov-2033,4.719,5.07194611695071,BBB,0
Muni,Asset 402,112.3,3.9,19-Apr-2020,3.037,3.47284060552093,AA,1
Muni,Asset 403,115.2,6.29,26-Jul-2029,4.13,5.46006944444444,NA,1
Muni,Asset 404,112.75,4.09,22-Dec-2014,3.337,3.62749445676275,NA,0
Corp,Asset 405,112.06,7.39,10-Oct-2019,4.744,6.5946814206675,BBB,0
Muni,Asset 406,109.01,4.3,09-Jun-2020,3.883,3.94459223924411,AA,1
Corp,Asset 407,141.92,5.58,28-Jun-2037,3.524,3.93179255918828,AAA,0
Muni,Asset 408,115.62,3.7,17-Sep-2018,2.746,3.20013838436257,AA,0
Zero,Asset 409,99.46,0.04,15-Dec-2012,0.974,0.0402171727327569,AAA,0
Muni,Asset 410,111.09,4,29-Jul-2014,2.962,3.6006841299847,AA,0
Corp,Asset 411,104.91,6.16,12-Sep-2030,4.198,5.87169955199695,AA,1
Muni,Asset 412,107.21,4.01,01-Oct-2017,3.137,3.74032273108852,A,0
Muni,Asset 413,104.62,4.55,20-Jul-2027,3.573,4.34907283502198,A,1
Corp,Asset 414,93.92,6.66,28-Jul-2018,4.827,7.09114139693356,B,1
Muni,Asset 415,116.38,5.58,08-Jun-2017,4.734,4.79463825399553,A,0
Muni,Asset 416,111.42,5.21,07-Dec-2022,4.661,4.67600071800395,AA,1
Muni,Asset 417,126.24,5.2,18-May-2023,3.782,4.1191381495564,AA,0
Muni,Asset 418,109.69,3.56,20-May-2021,3.071,3.24551007384447,AA,1
Corp,Asset 419,102.58,1.09,12-Dec-2015,1.055,1.06258529927861,AAA,1
Corp,Asset 420,95.93,6.77,19-Oct-2026,5.1,7.05722922964662,A,1
Corp,Asset 421,109.76,4.7,18-Jul-2013,1.7,4.28206997084548,AAA,0
Muni,Asset 422,100.43,5.01,01-Nov-2029,4.171,4.98854923827542,BBB,0
Corp,Asset 423,109.16,3.96,05-Oct-2017,3.079,3.62770245511176,CCC,0
Corp,Asset 424,112.39,6.33,08-Nov-2015,4.705,5.63217368093247,BBB,0
Muni,Asset 425,117.73,4.96,05-Dec-2016,4.177,4.21302981398114,AA,0
Muni,Asset 426,102.67,5.58,18-Apr-2031,4.264,5.43488847764683,Not Rated,1
Corp,Asset 427,108.66,10.43,07-Apr-2018,5.823,9.59874838947175,B,1
Muni,Asset 428,115.7,4.93,29-Nov-2015,4.078,4.26101987899741,A,0
Muni,Asset 429,113.41,4.22,03-Aug-2017,3.11,3.72101225641478,AA,0
Muni,Asset 430,118.65,5.16,14-Aug-2016,3.446,4.34892541087231,NA,0
Muni,Asset 431,122.37,5.09,17-Jul-2018,3.479,4.15951622129607,NA,0
Muni,Asset 432,114,4.99,10-Apr-2014,3.381,4.37719298245614,AA,0
Muni,Asset 433,111.07,2.9,27-Jun-2017,2.469,2.61096605744125,AA,0
Muni,Asset 434,123.04,7.27,28-Dec-2040,4.863,5.90864759427828,A,0
Corp,Asset 435,101.79,1.53,01-Dec-2016,1.494,1.50309460654288,AAA,1
Muni,Asset 436,124.61,5.45,29-Jun-2017,3.832,4.37364577481743,AA,0
Corp,Asset 437,108.58,4.53,07-Jul-2013,1.511,4.17203904954872,AAA,0
Muni,Asset 438,19.26,0.05,03-Sep-2040,0.26,0.259605399792316,A,1
Muni,Asset 439,113.42,5.04,25-Apr-2014,3.58,4.44366073002998,NA,0
Muni,Asset 440,107.81,3.92,20-Jan-2028,3.118,3.63602634263983,AAA,1
Muni,Asset 441,36.05,0,20-Jul-2031,0.057,0,AA,0
Muni,Asset 442,94.7,4.29,14-Jun-2038,4.279,4.53009503695882,AA,1
Corp,Asset 443,102.22,1.23,26-Oct-2014,1.156,1.20328702797887,AAA,0
Corp,Asset 444,84.65,5.97,26-Sep-2029,4.772,7.05256940342587,BBB,1
Muni,Asset 445,111.1,4.81,27-Jan-2025,3.512,4.32943294329433,AA,1
Corp,Asset 446,90.96,5.11,09-Mar-2018,4.076,5.61785400175902,A,1
Muni,Asset 447,107.11,1.96,18-May-2015,1.77,1.8298945009803,AA,0
Muni,Asset 448,109.48,3.01,27-Sep-2016,2.442,2.74936061381074,AA,0
Muni,Asset 449,100.07,5.09,10-Oct-2036,3.99,5.08643949235535,Not Rated,1
Corp,Asset 450,100,3.88,22-Nov-2021,3.637,3.88,A,0
Corp,Asset 451,102.02,6.77,29-Mar-2013,5.178,6.63595373456185,B,0
Corp,Asset 452,131.4,7.34,03-Dec-2025,5.432,5.58599695585997,A,0
Muni,Asset 453,111.04,4.26,25-Apr-2022,3.332,3.8364553314121,NA,1
Muni,Asset 454,103.83,2.52,27-Sep-2014,2.156,2.42704420687663,Not Rated,1
Corp,Asset 455,101.34,6.08,07-Dec-2011,-46.038,5.99960528912572,B,0
Corp,Asset 456,101.62,4.94,24-Apr-2015,3.988,4.86124778586892,A,0
Corp,Asset 457,108.26,10.32,08-Jul-2016,6.187,9.53260668760392,B,1
Corp,Asset 458,114.2,4.43,29-Sep-2015,3.205,3.87915936952714,AAA,0
Muni,Asset 459,102.52,5.25,18-Jan-2032,4.035,5.12095200936403,A,1
Muni,Asset 460,120,4.65,29-Oct-2018,3.39,3.875,AA,0
Corp,Asset 461,103.21,6.09,10-Aug-2020,4.229,5.90059102800116,BBB,0
Treas,Asset 462,101.76,4.51,11-Apr-2012,0.413,4.43199685534591,AAA,0
Muni,Asset 463,110.16,5.47,23-Jun-2039,4.376,4.96550472040668,AA,1
Corp,Asset 464,104.05,1.91,30-Jul-2016,1.726,1.8356559346468,A,0
Muni,Asset 465,124.51,4.95,23-Aug-2023,3.221,3.97558429041844,AAA,1
Muni,Asset 466,114.92,4.91,19-Apr-2014,3.398,4.2725374173338,AAA,0
Corp,Asset 467,107.91,5.78,31-Aug-2013,2.656,5.35631544805857,AA,0
Zero,Asset 468,98.77,0.02,21-Oct-2014,0.029,0.020249063480814,AAA,0
Muni,Asset 469,119.36,4.93,10-Aug-2018,3.335,4.13036193029491,AA,1
Muni,Asset 470,104.6,3.79,07-Mar-2031,3.009,3.62332695984704,AA,1
Corp,Asset 471,87.87,6.34,21-Aug-2031,4.708,7.21520427904859,BBB,1
Muni,Asset 472,103.14,5.04,31-Dec-2031,4.164,4.88656195462478,A,1
Muni,Asset 473,105.26,2.49,20-Oct-2017,2.193,2.36557096712901,A,0
Muni,Asset 474,111.6,5.03,27-Jan-2024,3.615,4.50716845878136,AA,1
Corp,Asset 475,102.12,9.23,08-Apr-2022,5.662,9.03838621229926,B,0
Muni,Asset 476,110.03,4.07,18-Jun-2014,3.413,3.69899118422249,AA,1
Muni,Asset 477,104.54,5.8,29-Oct-2029,4.485,5.54811555385498,Not Rated,1
Zero,Asset 478,72,0.09,10-Sep-2024,0.14,0.125,AAA,0
Corp,Asset 479,92.64,5.09,24-Jul-2020,4.166,5.49438687392055,A,0
Zero,Asset 480,49.65,-0,14-May-2035,0.032,-0,AAA,0
Muni,Asset 481,113.45,5.04,26-Jul-2024,3.584,4.44248567650948,AA,1
Muni,Asset 482,101.19,4.94,16-May-2036,4.344,4.8819053266133,BBB,1
Muni,Asset 483,106.39,2.46,19-Jan-2016,2.136,2.31224739167215,NA,0
Muni,Asset 484,106.56,4.92,26-Apr-2012,-8.126,4.61711711711712,AA,0
Muni,Asset 485,112.64,4.5,24-Sep-2019,3.269,3.99502840909091,AA,1
Muni,Asset 486,115.24,3.73,19-Oct-2016,2.865,3.23672335994446,AA,0
Corp,Asset 487,93.31,6.33,23-Jun-2036,5.583,6.78383881684707,A,1
Muni,Asset 488,111.11,5.06,31-Mar-2026,3.624,4.5540455404554,AA,1
Corp,Asset 489,105.13,5.33,27-Jun-2012,-3.32,5.06991344050224,AAA,0
Treas,Asset 490,103.25,1.74,26-Feb-2014,1.49,1.68523002421308,AAA,0
Corp,Asset 491,104.22,4.5,22-Dec-2015,3.913,4.31778929188256,A,0
Corp,Asset 492,101.34,1.59,15-May-2016,1.533,1.56897572528123,AAA,1
Corp,Asset 493,105.67,2.38,06-Jul-2015,2.114,2.25229488028769,AA,0
Muni,Asset 494,36.87,0.09,26-Nov-2031,0.25,0.244100895036615,AA,0
Muni,Asset 495,108.16,4.02,20-Nov-2028,3.474,3.71671597633136,AAA,1
Corp,Asset 496,120.09,5.37,24-Feb-2017,3.498,4.47164626530102,AAA,0
Corp,Asset 497,81.69,6.53,13-Jun-2034,7.109,7.99363447178357,BBB,0
Muni,Asset 498,96.15,5.36,23-Nov-2027,5.043,5.5746229849194,Not Rated,1
Muni,Asset 499,113.66,3.93,23-Mar-2016,2.924,3.4576808023931,AA,0
Muni,Asset 500,104.22,4.41,03-Apr-2036,3.451,4.2314335060449,AA,1
Muni,Asset 501,110.71,5.08,16-Jan-2021,3.752,4.58856471863427,AA,1
Corp,Asset 502,99.06,3.24,19-Feb-2016,2.783,3.27074500302847,A,0
Corp,Asset 503,72.28,7.97,14-Nov-2016,7.93,11.0265633646929,B,1
Muni,Asset 504,81.21,4.71,08-May-2026,4.816,5.79977835241965,BBB,1
Muni,Asset 505,110.84,3.75,12-Jan-2018,2.99,3.38325514254782,A,0
Corp,Asset 506,111.39,7.96,19-May-2020,6.041,7.14606338091391,BB,0
Treas,Asset 507,101.71,1.09,08-Jul-2013,0.69,1.07167436830204,AAA,0
Corp,Asset 508,85.67,4.66,13-Oct-2014,4.192,5.43947706314929,CCC,0
Corp,Asset 509,118.2,7.83,07-Jan-2020,5.005,6.6243654822335,BBB,0
Corp,Asset 510,101.76,2.29,27-Jan-2017,2.075,2.25039308176101,AAA,1
Muni,Asset 511,109.62,4.93,06-Feb-2034,3.556,4.4973544973545,AA,1
Muni,Asset 512,115.95,7.13,11-Feb-2034,4.332,6.14920224234584,A,1
Muni,Asset 513,108.97,3,22-Sep-2019,2.439,2.75305129852253,NA,0
Muni,Asset 514,109.29,4.92,24-Nov-2027,4.195,4.50178424375515,AA,1
Muni,Asset 515,31.74,0.03,16-Jul-2031,0.127,0.0945179584120983,BBB,1
Corp,Asset 516,85.34,6.97,13-Nov-2025,6.398,8.16733067729084,BB,0
Muni,Asset 517,104.21,3.13,24-Jan-2022,2.659,3.00355052298244,AA,1
Muni,Asset 518,113.83,3.93,18-Dec-2022,3.271,3.45251691118334,NA,1
Muni,Asset 519,116.26,5.59,08-May-2027,4.154,4.80818854292104,AA,0
Zero,Asset 520,54.56,0,05-Sep-2032,0.032,0,AAA,0
Muni,Asset 521,126.03,4.91,30-Nov-2022,3.781,3.89589780211061,AA,1
Zero,Asset 522,59.54,0.1,02-May-2030,0.175,0.167954316425932,AAA,0
Corp,Asset 523,105.42,4.39,18-Dec-2012,-0.989,4.16429520015177,AA,0
Muni,Asset 524,112.99,3.5,28-Jul-2020,2.714,3.09761925834145,AA,1
Corp,Asset 525,92.77,8.46,24-Feb-2014,5.005,9.11932736876145,CCC,1
Corp,Asset 526,112.22,5.92,29-Aug-2016,3.903,5.27535198716806,AA,0
Muni,Asset 527,115.85,3.98,31-Jul-2018,2.935,3.43547690979715,AA,0
Muni,Asset 528,125.66,4.92,15-Dec-2018,3.722,3.91532707305427,NA,0
Muni,Asset 529,115.93,5.06,10-Oct-2018,3.572,4.36470283791943,A,0
Muni,Asset 530,117.09,4.92,14-Feb-2025,3.365,4.20189597745324,AAA,1
Muni,Asset 531,106.46,6.11,28-Sep-2041,4.222,5.73924478677438,Not Rated,1
Corp,Asset 532,101.08,1.82,24-Jun-2014,1.732,1.8005540166205,BB,0
Muni,Asset 533,113.18,4.01,06-Apr-2020,3.027,3.54302880367556,A,1
Muni,Asset 534,116.42,4.98,04-Oct-2016,3.483,4.27761552997767,A,0
Corp,Asset 535,104.83,6.56,25-Jul-2021,4.516,6.25775064389965,BB,1
Zero,Asset 536,67.73,0.09,10-Aug-2026,0.146,0.13288055514543,AAA,0
Muni,Asset 537,117.36,5.29,11-Nov-2017,3.983,4.50749829584185,AA,0
Corp,Asset 538,114.98,6.22,03-Sep-2017,3.969,5.40963645851452,A,0
Muni,Asset 539,109.49,3.77,11-Oct-2017,2.979,3.44323682528085,A,1
Corp,Asset 540,121.72,6.13,13-Jun-2018,4.747,5.03614853762734,BBB,0
Muni,Asset 541,117.34,3.94,19-Dec-2017,3.176,3.35776376342253,AA,0
Treas,Asset 542,100.3,0.76,11-May-2012,0.812,0.757726819541376,AAA,0
Corp,Asset 543,87.54,6.86,21-Apr-2021,5.489,7.83641763765136,BBB,0
Corp,Asset 544,104.72,5.78,17-Jan-2021,4.26,5.51948051948052,BB,0
Muni,Asset 545,114,4.56,16-Oct-2019,3.381,4,NA,0
Muni,Asset 546,116.47,3.97,08-Jun-2017,3.384,3.4086030737529,AA,0
Corp,Asset 547,103.52,5.37,04-Nov-2012,0.553,5.18740340030912,A,0
Muni,Asset 548,113.98,4.12,29-Nov-2023,3.494,3.61466924021758,AAA,0
Corp,Asset 549,94.67,5.96,02-Sep-2012,13.166,6.29555297348685,B,0
Muni,Asset 550,109.27,3.83,11-Dec-2013,3.225,3.50507916170953,AA,0
Corp,Asset 551,115.03,8.5,21-Nov-2018,6.299,7.38937668434321,BB,1
Corp,Asset 552,106.97,3.31,02-Nov-2020,2.823,3.09432551182575,AA,0
Muni,Asset 553,108.23,5.07,23-Aug-2025,3.613,4.68446826203456,AA,0
Corp,Asset 554,109.76,7.92,13-Apr-2020,5.063,7.21574344023324,BBB,1
Muni,Asset 555,101.77,4.6,15-Sep-2037,3.544,4.51999606956864,AA,1
Muni,Asset 556,114.8,5.07,21-Sep-2024,3.505,4.41637630662021,AA,1
Muni,Asset 557,103.28,4.61,08-Jan-2032,3.764,4.46359411309063,AA,1
Corp,Asset 558,111.15,5.55,18-Sep-2019,3.803,4.99325236167341,A,0
Muni,Asset 559,117.54,5.01,09-Jul-2016,3.62,4.26237876467585,AA,0
Muni,Asset 560,115.86,5.02,18-Oct-2014,3.55,4.33281546694286,AAA,0
Muni,Asset 561,103.61,2.79,16-May-2021,2.561,2.69279027120934,AAA,1
Muni,Asset 562,85.87,0,20-Dec-2017,0.034,0,AA,0
Muni,Asset 563,92.74,5.08,09-Dec-2026,5.332,5.47767953418158,NA,1
Corp,Asset 564,104.8,5.96,10-Feb-2023,4.134,5.68702290076336,A,1
Corp,Asset 565,98.87,6.71,22-Feb-2015,4.527,6.78668959239405,BB,0
Corp,Asset 566,102.72,2.42,12-May-2020,2.248,2.35591900311526,AAA,1
Corp,Asset 567,95.1,7.05,18-Jun-2017,6.266,7.41324921135647,B,1
Corp,Asset 568,105.81,5.21,24-Jan-2022,3.869,4.92392023438238,BBB,0
Corp,Asset 569,122.95,6.86,17-Dec-2025,5.025,5.57950386335909,BBB,0
Muni,Asset 570,108.32,4.03,21-Feb-2020,3.07,3.72045790251108,A,1
Muni,Asset 571,107.47,4.18,26-Nov-2016,3.7,3.88945752302968,A,1
Muni,Asset 572,102.81,5.04,01-Oct-2021,3.822,4.90224686314561,AA,1
Corp,Asset 573,109.01,4.85,17-Jan-2020,3.659,4.4491331070544,BBB,0
Muni,Asset 574,111.57,5.59,13-Sep-2021,3.795,5.01030743031281,NA,1
Muni,Asset 575,116.09,7.23,16-Aug-2038,4.344,6.22792660866569,AA,1
Muni,Asset 576,103.91,3.16,19-Apr-2025,2.721,3.04109325377731,NA,1
Muni,Asset 577,110.74,5.02,28-Dec-2019,3.962,4.53314068990428,A,0
Muni,Asset 578,112.56,3.91,23-Apr-2015,3.04,3.47370291400142,AA,0
Muni,Asset 579,113.99,3.92,28-Sep-2015,2.918,3.43889814896044,AAA,0
Corp,Asset 580,103.56,1.91,24-Aug-2013,1.285,1.84434144457319,AA,0
Corp,Asset 581,117.66,4.06,02-Mar-2019,2.897,3.45062043175251,AAA,0
Muni,Asset 582,110.89,4.35,04-Jul-2014,3.357,3.92280638470556,AA,0
Muni,Asset 583,115.43,4.95,07-Aug-2022,3.435,4.28831326344971,AA,1
Muni,Asset 584,116.96,4.3,21-Jul-2025,3.14,3.67647058823529,AAA,0
Muni,Asset 585,110.79,5.05,12-Jan-2026,3.776,4.55817312031772,AA,1
Corp,Asset 586,107.84,7.84,19-Jan-2020,5.034,7.2700296735905,BB,1
Muni,Asset 587,108.75,5.1,27-May-2029,4.418,4.68965517241379,AA,1
Muni,Asset 588,115.31,4.82,04-Oct-2016,3.424,4.1800364235539,AA,0
Muni,Asset 589,112.84,3.95,02-Feb-2021,2.972,3.50053172633818,AA,1
Muni,Asset 590,100.19,5.38,09-Apr-2018,4.133,5.36979738496856,Not Rated,1
Muni,Asset 591,88.68,5.27,30-Aug-2035,4.205,5.94271538114569,BBB,1
Corp,Asset 592,117.36,5.42,01-May-2019,3.928,4.61826857532379,AA,0
Muni,Asset 593,105.97,5.01,05-Sep-2030,3.636,4.72775313768047,AA,1
Muni,Asset 594,106.69,4.7,08-Sep-2025,3.467,4.40528634361234,A,1
Muni,Asset 595,113.53,5.96,12-Dec-2034,4.973,5.2497137320532,Not Rated,0
Muni,Asset 596,122.04,5.05,26-Jul-2018,3.404,4.13798754506719,AAA,0
Muni,Asset 597,110.96,2.92,11-Dec-2019,2.594,2.63157894736842,NA,0
Corp,Asset 598,103.58,5.12,26-Mar-2012,-5.397,4.94303919675613,A,0
Muni,Asset 599,119.66,5.03,23-Apr-2016,3.564,4.20357680093599,AA,0
Corp,Asset 600,152.99,6.76,06-Sep-2029,3.472,4.41858945029087,AAA,0
Corp,Asset 601,104.76,3.61,27-Dec-2025,3.161,3.44597174494082,AAA,1
Muni,Asset 602,121.94,7.39,26-Jun-2025,5.019,6.06035755289487,A,1
Muni,Asset 603,108.11,4.36,31-Jan-2023,3.314,4.03292942373508,Not Rated,0
Muni,Asset 604,105.33,2.46,15-Dec-2017,2.286,2.33551694673882,NA,0
Corp,Asset 605,119.5,6.15,01-Sep-2034,3.843,5.14644351464435,A,0
Muni,Asset 606,117.13,6.08,30-Nov-2028,4.964,5.19081362588577,AA,1
Muni,Asset 607,120.52,6.8,22-Jan-2026,4.261,5.64221705940923,A,0
Muni,Asset 608,108.7,3.07,23-Nov-2018,2.718,2.82428702851886,NA,0
Corp,Asset 609,116.35,4.99,26-Feb-2019,3.398,4.28878384185647,A,0
Muni,Asset 610,112.75,3.92,16-Jul-2014,2.938,3.47671840354767,AA,0
Muni,Asset 611,109.39,3.83,28-Jul-2016,2.988,3.50123411646403,NA,1
Muni,Asset 612,118.33,5.04,05-Feb-2025,3.426,4.25927490915237,NA,1
Corp,Asset 613,115.91,4.15,28-Feb-2021,2.979,3.58036407557588,A,0
Treas,Asset 614,101.88,2.1,03-Sep-2021,1.899,2.06124852767962,AAA,0
Corp,Asset 615,113.59,4.57,08-Mar-2015,3.221,4.02324148252487,A,0
Corp,Asset 616,107.97,6.95,31-Dec-2015,5.104,6.43697323330555,BB,0
Muni,Asset 617,97.86,4.21,26-Jun-2025,3.83,4.30206417330881,Not Rated,1
Muni,Asset 618,105.33,4.16,27-Aug-2030,3.203,3.94949207253394,NA,1
Muni,Asset 619,44.9,0.01,09-Oct-2025,0.082,0.022271714922049,A,0
Corp,Asset 620,138.8,7.02,17-Nov-2025,4.497,5.05763688760807,A,0
Corp,Asset 621,105.61,6.03,09-May-2038,4.78,5.70968658270997,AA,1
Corp,Asset 622,112.8,5.05,03-Nov-2017,3.855,4.47695035460993,AA,0
Corp,Asset 623,119.56,4.91,27-Feb-2019,3.294,4.10672465707594,A,0
Muni,Asset 624,115.28,5.03,24-Feb-2015,3.408,4.36328938237335,AA,0
Muni,Asset 625,121.08,4.99,29-Aug-2019,3.303,4.1212421539478,NA,0
Corp,Asset 626,87.06,6.34,22-Dec-2018,5.934,7.28233402251321,B,1
Muni,Asset 627,112.79,5.09,23-Jun-2014,3.957,4.51281141945208,AA,0
Muni,Asset 628,115.53,5.07,11-Sep-2021,3.463,4.38847052713581,A,1
Muni,Asset 629,128.27,5,10-Jun-2020,3.814,3.89802759803539,AA,0
Muni,Asset 630,113.86,4.35,11-Jun-2022,3.719,3.82048129281574,AA,1
Muni,Asset 631,115.05,4.73,28-Oct-2022,3.548,4.11125597566276,AA,0
Muni,Asset 632,111.88,4.98,22-Mar-2018,3.528,4.45119771183411,A,1
Muni,Asset 633,109.34,3.98,22-Jun-2013,0.697,3.6400219498811,AA,0
Muni,Asset 634,127.86,4.91,30-Jun-2019,3.429,3.84013765055529,AAA,0
Muni,Asset 635,113.31,4.95,07-Jun-2026,4.356,4.36854646544877,AA,1
